Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
4.01,500.0,14815.0,9899,1,swarm,mm,1,exp15,1,1,1,4,512,30,2.926,15.376,0.552,493.66
6.77,500.0,14815.0,9901,1,swarm,sn,1,exp14,0,0,1,4,512,30,3.199,9.328,1.56,493.25
8.14,500.0,14925.0,9879,1,swarm,hr,1,exp13,0,1,0,4,512,30,2.568,15.352,1.715,496.86
6.9,500.0,14815.0,9899,1,swarm,sn,1,exp13,0,1,0,4,512,30,2.614,29.248,1.725,493.5
6.94,500.0,14815.0,9900,0,swarm,sn,1,exp12,0,1,1,4,512,30,2.594,24.256,1.731,493.4
8.05,500.0,14983.0,9999,0,swarm,sn,1,exp1,0,1,1,4,8,30,2.612,13.08,1.863,499.4
7.75,500.0,14815.0,9900,0,swarm,hr,1,exp12,0,1,1,4,512,30,2.571,11.296,1.642,493.3
5.96,500.0,14815.0,9899,1,swarm,sn,1,exp15,1,1,1,4,512,30,2.328,8.232,1.528,493.41
1590.0,500.0,14386.0,9756,0,swarm,hr,1,exp1,0,1,1,4,8,30,1197.858,1692.672,170.515,479.46
21450.0,1000.0,10673.0,7354,1,swarm,mm,1,exp15,1,1,1,4,512,30,12431.434,25083.904,4138.693,355.21
15.38,1000.0,29408.0,19888,1,swarm,mm,1,exp14,0,0,1,4,512,30,1.874,48.096,2.504,980.11
4.4,1000.0,29634.0,19875,1,swarm,mm,1,exp13,0,1,0,4,512,30,2.752,34.88,0.871,987.67
21640.0,1000.0,10356.0,7033,0,swarm,mm,1,exp12,0,1,1,4,512,30,12884.337,24788.992,4122.938,344.89
9.97,1000.0,29938.0,20018,0,swarm,sn,1,exp1,0,1,1,4,8,30,3.315,20.864,2.128,997.79
8.4,1000.0,29937.0,20016,0,swarm,mm,1,exp1,0,1,1,4,8,30,3.414,16.112,1.34,997.81
6.39,1000.0,29634.0,19874,0,swarm,hr,1,exp12,0,1,1,4,512,30,2.083,13.208,1.316,987.74
5.27,1000.0,29902.0,19928,1,swarm,hr,1,exp15,1,1,1,4,512,30,2.01,8.84,1.113,996.65
6.55,1000.0,29633.0,19874,1,swarm,hr,1,exp13,0,1,0,4,512,30,2.106,14.024,1.343,987.48
8.62,1000.0,29940.0,20018,0,swarm,hr,1,exp1,0,1,1,4,8,30,2.62,16.464,1.801,997.91
24400.0,1000.0,7334.0,4879,1,swarm,hr,1,exp14,0,0,1,4,512,30,14553.426,28753.92,4737.159,244.25
6.5,1500.0,44332.0,29617,0,swarm,sn,1,exp11,0,1,1,4,512,30,2.583,12.608,1.684,1477.49
6.1,1500.0,44333.0,29618,1,swarm,sn,1,exp13,0,1,0,4,512,30,2.795,14.576,1.577,1477.41
6.31,1500.0,44704.0,29664,1,swarm,hr,1,exp13,0,1,0,4,512,30,1.964,15.552,1.284,1490.0
9.94,1500.0,44793.0,29806,0,swarm,hr,1,exp1,0,1,1,4,8,30,2.858,19.648,2.044,1492.93
6.73,1500.0,43351.0,29318,0,swarm,sn,1,exp11,0,1,1,4,1024,30,3.173,11.2,1.557,1444.97
12.51,1500.0,44790.0,29806,0,swarm,mm,1,exp1,0,1,1,4,8,30,4.301,24.32,2.254,1492.95
6.22,1500.0,43993.0,29658,0,swarm,sn,1,exp12,0,1,1,4,512,30,2.849,13.312,1.57,1466.15
5.52,1500.0,44704.0,29669,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.657,26.112,1.333,1490.07
23990.0,1500.0,11268.0,7516,1,swarm,hr,1,exp14,0,0,1,4,512,30,14752.793,27492.352,4505.652,375.38
6.07,1500.0,43994.0,29658,0,swarm,hr,1,exp12,0,1,1,4,512,30,1.982,9.904,1.247,1465.96
6.79,1500.0,43447.0,29010,0,swarm,sn,1,exp11,0,1,1,16,1024,30,3.252,11.168,1.52,1447.21
6.64,1500.0,44198.0,29507,0,swarm,sn,1,exp11,0,1,1,16,512,30,3.014,13.224,1.598,1472.43
5.11,1500.0,44335.0,29619,1,swarm,hr,1,exp15,1,1,1,4,512,30,1.9,8.752,1.079,1477.58
14.77,1500.0,44791.0,29806,0,swarm,sn,1,exp1,0,1,1,4,8,30,4.449,30.0,2.994,1492.9
5.48,1500.0,43994.0,29656,1,swarm,sn,1,exp15,1,1,1,4,512,30,2.602,8.768,1.333,1466.19
19350.0,2000.0,37968.0,24511,0,swarm,sn,1,exp11,0,1,1,16,512,30,5634.431,24035.328,4806.725,1264.22
18920.0,2000.0,35520.0,22086,0,swarm,sn,1,exp11,0,1,1,4,1024,30,6590.244,22495.232,4671.79,1182.72
21770.0,2000.0,18174.0,12136,1,swarm,mm,1,exp13,0,1,0,4,512,30,13613.145,24231.936,4131.05,605.52
6.2,2000.0,59184.0,39686,1,swarm,hr,1,exp13,0,1,0,4,512,30,1.946,18.704,1.281,1972.74
7.86,2000.0,59644.0,39733,0,swarm,sn,1,exp11,0,1,1,4,512,30,3.385,23.92,1.667,1988.12
15960.0,2000.0,31930.0,20541,1,swarm,mm,1,exp14,0,0,1,4,512,30,8728.362,19562.496,3205.155,1063.13
42470.0,2000.0,241875.0,222375,0,swarm,sn,1,exp10,0,1,1,4,512,150,5387.112,71303.168,10166.195,1612.49
12.34,2000.0,59805.0,40000,0,swarm,hr,1,exp1,0,1,1,4,8,30,3.459,23.28,2.562,1993.42
24970.0,2000.0,10920.0,7520,0,swarm,mm,1,exp12,0,1,1,4,512,30,16016.705,26968.064,4742.046,363.52
6.51,2000.0,59187.0,39688,1,swarm,sn,1,exp13,0,1,0,4,512,30,3.029,18.96,1.55,1972.81
7570.0,2000.0,52629.0,33570,1,swarm,sn,1,exp15,1,1,1,4,512,30,476.85,10035.2,1277.137,1753.47
25330.0,2000.0,10459.0,7210,1,swarm,mm,1,exp15,1,1,1,4,512,30,16467.299,26968.064,4796.861,348.0
148.35,2000.0,59796.0,40000,0,swarm,mm,1,exp1,0,1,1,4,8,30,11.965,209.92,23.753,1993.26
5.7,2000.0,59188.0,39687,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.781,9.152,1.339,1972.91
21.28,2000.0,59801.0,40005,0,swarm,sn,1,exp1,0,1,1,4,8,30,5.717,44.768,4.312,1993.27
5.09,2000.0,59190.0,39691,1,swarm,hr,1,exp15,1,1,1,4,512,30,1.877,9.096,1.076,1972.92
6.33,2000.0,58715.0,39649,0,swarm,hr,1,exp12,0,1,1,4,512,30,2.001,12.56,1.302,1957.01
23710.0,2000.0,14845.0,9925,1,swarm,hr,1,exp14,0,0,1,4,512,30,14581.775,26820.608,4542.43,494.73
6.74,2000.0,59189.0,39689,0,swarm,sn,1,exp12,0,1,1,4,512,30,3.106,13.048,1.546,1972.69
19940.0,2000.0,34812.0,22191,0,swarm,sn,1,exp11,0,1,1,16,1024,30,6958.851,25182.208,5359.665,1158.14
17.93,2500.0,75108.0,50233,0,swarm,hr,1,exp1,0,1,1,4,8,30,4.804,34.752,3.747,2503.61
8039.999999999999,2500.0,62729.0,41685,0,swarm,sn,1,exp1,0,1,1,4,8,30,2858.306,8552.448,1393.963,2090.86
23350.0,2500.0,31307.0,19869,0,swarm,sn,1,exp11,0,1,1,4,1024,30,9949.977,26525.696,5561.944,1040.8
6.36,2500.0,74375.0,49904,1,swarm,hr,1,exp13,0,1,0,4,512,30,1.972,13.52,1.292,2479.08
22760.0,2500.0,32815.0,21337,0,swarm,sn,1,exp11,0,1,1,16,512,30,9013.612,26935.296,6322.739,1093.59
15200.0,2500.0,40698.0,27237,1,swarm,hr,1,exp15,1,1,1,4,512,30,8825.173,19283.968,2926.706,1353.38
14970.0,2500.0,40342.0,22088,0,swarm,hr,1,exp12,0,1,1,4,512,30,7689.57,16957.44,3511.712,1341.06
21300.0,2500.0,33942.0,21933,0,swarm,sn,1,exp11,0,1,1,4,512,30,8560.933,24182.784,5996.897,1129.85
436.22,2500.0,74593.0,49850,0,swarm,mm,1,exp1,0,1,1,4,8,30,168.091,495.616,113.228,2486.46
22790.0,2500.0,29827.0,19183,0,swarm,sn,1,exp11,0,1,1,16,1024,30,10503.751,27279.36,5422.071,992.02
6.36,3000.0,89122.0,59703,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.956,32.368,1.492,2970.72
9600.0,3000.0,61015.0,40771,0,swarm,sn,1,exp1,0,1,1,4,8,30,4864.855,9863.168,1985.976,2033.8
38.01,3000.0,90060.0,60119,0,swarm,hr,1,exp1,0,1,1,4,8,30,9.463,69.888,8.267,3001.96
22400.0,3000.0,40314.0,25971,0,swarm,sn,1,exp12,0,1,1,4,512,30,7498.706,23887.872,6174.576,1342.85
23820.0,3000.0,27387.0,17378,0,swarm,sn,1,exp11,0,1,1,4,1024,30,12739.348,26722.304,5179.331,910.76
26710.0,3000.0,28490.0,18708,0,swarm,sn,1,exp11,0,1,1,16,512,30,9690.083,28295.168,6674.381,948.66
1870.0,3000.0,177887.0,164997,0,swarm,sn,1,exp10,0,1,1,4,512,150,42121.699,132710.4,31905.317,1185.39
23940.0,3000.0,26849.0,17954,0,swarm,sn,1,exp11,0,1,1,16,1024,30,12952.7,26755.072,5596.526,894.78
7.8,3000.0,89819.0,59653,1,swarm,sn,1,exp13,0,1,0,4,512,30,3.401,15.28,1.682,2993.91
25430.0,3000.0,28935.0,18966,0,swarm,sn,1,exp11,0,1,1,4,512,30,10100.003,28606.464,6190.56,964.52
20630.0,3000.0,30696.0,20468,1,swarm,mm,1,exp14,0,0,1,4,512,30,12781.244,23560.192,3935.92,1023.26
24330.0,3000.0,17924.0,11839,1,swarm,mm,1,exp13,0,1,0,4,512,30,15816.054,26378.24,4669.361,597.38
6.39,3000.0,89826.0,59659,1,swarm,hr,1,exp13,0,1,0,4,512,30,2.01,16.992,1.309,2994.16
24350.0,3000.0,45752.0,29451,1,swarm,sn,1,exp15,1,1,1,4,512,30,6561.74,28540.928,5845.812,1524.81
19760.0,3000.0,33760.0,22569,0,swarm,hr,1,exp12,0,1,1,4,512,30,12156.241,21659.648,3831.499,1122.31
26610.0,3000.0,10587.0,7248,0,swarm,mm,1,exp12,0,1,1,4,512,30,17559.775,28229.632,5047.048,352.73
17780.0,3000.0,41300.0,27429,1,swarm,hr,1,exp15,1,1,1,4,512,30,10689.802,20463.616,3439.485,1372.8
5670.0,3000.0,73634.0,49265,0,swarm,mm,1,exp1,0,1,1,4,8,30,3280.565,5947.392,1079.832,2454.47
9.26,4000.0,119854.0,79785,0,swarm,mm,1,exp11,0,1,1,4,512,30,5.377,744.448,17.397,3995.31
23040.0,4000.0,37523.0,24173,0,swarm,sn,1,exp12,0,1,1,4,512,30,12359.072,26345.472,5769.809,1247.68
17710.0,4000.0,78360.0,45722,1,swarm,sn,1,exp13,0,1,0,4,512,30,4610.845,21692.416,4569.793,2611.9
8.63,4000.0,119792.0,80184,0,swarm,mm,1,exp11,0,1,1,16,512,30,4.502,22.192,1.105,3993.13
15220.0,4000.0,72598.0,47359,1,swarm,sn,1,exp14,0,0,1,4,512,30,7350.476,18792.448,3297.572,2418.53
6.86,4000.0,118951.0,79825,1,swarm,hr,1,exp13,0,1,0,4,512,30,2.124,17.104,1.399,3964.93
10.14,4000.0,117340.0,78566,0,swarm,mm,1,exp11,0,1,1,16,1024,30,4.882,61.696,1.455,3911.38
25800.0,4000.0,17382.0,11550,1,swarm,mm,1,exp13,0,1,0,4,512,30,16979.318,27197.44,4954.058,578.55
9.4,4000.0,117078.0,78777,0,swarm,mm,1,exp11,0,1,1,4,1024,30,4.736,51.264,1.35,3902.7
467.45,5000.0,749008.0,700126,0,swarm,mm,1,exp10,0,1,1,4,512,150,23.132,1481.728,80.096,4993.43
42.4,5000.0,149435.0,100038,0,swarm,mm,1,exp11,0,1,1,16,512,30,11.413,132.608,7.661,4981.66
591.87,5000.0,144605.0,96286,0,swarm,mm,1,exp11,0,1,1,16,1024,30,72.331,1431.552,121.515,4820.21
30.24,5000.0,148577.0,99709,0,swarm,mm,1,exp11,0,1,1,4,512,30,9.36,83.136,5.321,4952.85
22410.0,5000.0,68858.0,45589,1,swarm,sn,1,exp13,0,1,0,4,512,30,9615.002,26361.856,4970.631,2295.3
18330.0,5000.0,69921.0,45822,1,swarm,sn,1,exp14,0,0,1,4,512,30,9970.409,22380.544,3664.095,2328.64
62.78,5000.0,145171.0,98466,0,swarm,mm,1,exp11,0,1,1,4,1024,30,15.092,197.888,12.031,4839.33
11640.0,6000.0,117540.0,76124,0,swarm,mm,1,exp11,0,1,1,4,1024,30,5979.515,15712.256,2334.235,3918.06
10650.0,6000.0,125283.0,80834,0,swarm,mm,1,exp11,0,1,1,16,512,30,5792.112,12943.36,2134.762,4175.41
9330.0,6000.0,131093.0,84843,0,swarm,mm,1,exp11,0,1,1,4,512,30,4917.625,11804.672,1989.637,4370.0
14770.0,6000.0,97527.0,66674,1,swarm,hr,1,exp13,0,1,0,4,512,30,9111.414,17186.816,2740.23,3248.15
10630.0,6000.0,127714.0,84136,0,swarm,mm,1,exp11,0,1,1,16,1024,30,5378.563,13860.864,2171.161,4247.6
20120.0,6000.0,65400.0,42966,1,swarm,sn,1,exp14,0,0,1,4,512,30,12093.302,22511.616,3952.62,2177.15
1000.0,6000.0,548433.0,498418,0,swarm,mm,1,exp10,0,1,1,4,512,150,25602.778,66486.272,23291.654,3652.96
16250.0,7000.0,103923.0,66922,0,swarm,mm,1,exp11,0,1,1,4,1024,30,9603.436,19267.584,3172.784,3463.59
14000.0,7000.0,117411.0,77052,0,swarm,mm,1,exp11,0,1,1,16,512,30,8302.212,16195.584,2639.36,3913.84
13640.0,7000.0,120486.0,78690,0,swarm,mm,1,exp11,0,1,1,4,512,30,8077.047,15597.568,2702.997,4016.47
16329.999999999998,7000.0,103666.0,68531,0,swarm,mm,1,exp11,0,1,1,16,1024,30,9692.362,19595.264,3191.926,3455.72
20760.0,10000.0,94595.0,62478,1,swarm,hr,1,exp13,0,1,0,4,512,30,13382.422,23248.896,4035.201,3153.23
8870.0,12000.0,276346.0,246294,0,swarm,hr,1,exp11,0,1,1,4,512,30,6759.107,10215.424,873.959,9211.74
37.09,12000.0,360067.0,240551,0,swarm,hr,1,exp11,0,1,1,16,512,30,5.083,168.32,8.009,12003.19
263.68,14000.0,2095945.0,1958372,0,swarm,hr,1,exp10,0,1,1,4,512,150,48.412,876.032,52.356,13972.72
153.21,14000.0,416448.0,278830,0,swarm,hr,1,exp11,0,1,1,4,512,30,10.863,357.12,24.448,13881.47
129.21,14000.0,420231.0,279993,0,swarm,hr,1,exp11,0,1,1,16,512,30,9.787,367.36,21.175,14008.35
342.27,16000.0,479344.0,318085,0,swarm,hr,1,exp11,0,1,1,4,512,30,22.556,637.44,57.339,15978.46
433.92,16000.0,479975.0,319588,0,swarm,hr,1,exp11,0,1,1,16,512,30,29.816,870.912,77.609,16001.44
3240.0,16000.0,2399158.0,2239884,0,swarm,hr,1,exp10,0,1,1,4,512,150,638.511,5853.184,777.912,15994.31
621.57,18000.0,534670.0,357771,0,swarm,hr,1,exp11,0,1,1,4,512,30,60.865,1056.768,130.357,17822.51
755.2,18000.0,538124.0,359033,0,swarm,hr,1,exp11,0,1,1,16,512,30,83.649,1192.96,169.467,17937.07
624.64,20000.0,596521.0,396693,0,swarm,hr,1,exp11,0,1,1,4,512,30,141.627,1223.68,131.739,19883.94
793.6,20000.0,597996.0,405380,0,swarm,hr,1,exp11,0,1,1,16,512,30,81.761,1432.576,144.032,19933.16
