Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,N,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
2.79,1000.0,29656.0,19934,1,swarm,mm,1,exp14,2,0,0,1,8,512,30,1.457,4.688,0.331,988.42
2.75,1000.0,29786.0,19962,1,swarm,mm,1,exp14,1,0,0,1,8,512,30,1.421,3.946,0.331,992.85
21860.0,1000.0,10037.0,6918,0,swarm,mm,1,exp12,2,0,1,1,8,512,30,13145.204,25346.048,4196.236,333.87
2.82,1000.0,29659.0,19935,1,swarm,mm,1,exp14,3,0,0,1,8,512,30,1.468,4.68,0.366,988.18
6.95,1000.0,29931.0,20000,0,swarm,hr,1,exp12,1,0,1,1,8,512,30,2.092,11.296,1.46,997.1
6230.0,1000.0,28892.0,19881,1,swarm,hr,1,exp14,2,0,0,1,8,512,30,878.725,9773.056,1382.707,962.73
6090.0,1000.0,28859.0,19862,1,swarm,hr,1,exp14,3,0,0,1,8,512,30,888.184,10838.016,1424.544,961.34
16.94,1000.0,29785.0,19963,1,swarm,hr,1,exp13,5,0,1,0,8,512,30,2.396,57.6,3.497,992.02
13.43,1000.0,29794.0,19967,1,swarm,hr,1,exp13,4,0,1,0,8,512,30,2.2,65.728,3.134,992.98
6.41,1000.0,29563.0,19965,1,swarm,hr,1,exp13,3,0,1,0,8,512,30,2.012,10.728,1.338,983.37
6.38,1000.0,29793.0,19966,1,swarm,hr,1,exp13,2,0,1,0,8,512,30,2.009,11.992,1.333,992.8
6.3,1000.0,29658.0,19935,1,swarm,hr,1,exp13,1,0,1,0,8,512,30,1.99,10.792,1.311,987.04
7.63,1000.0,29783.0,19966,0,swarm,sn,1,exp12,4,0,1,1,8,512,30,4.369,1020.928,11.961,992.58
8.02,1000.0,29786.0,19966,0,swarm,sn,1,exp12,5,0,1,1,8,512,30,4.497,16.512,1.275,992.19
5.66,1000.0,29930.0,19999,1,swarm,sn,1,exp13,1,0,1,0,8,512,30,2.707,9.144,1.439,997.27
6.5,1000.0,29934.0,19998,1,swarm,sn,1,exp13,2,0,1,0,8,512,30,3.529,12.8,1.188,997.62
7.15,1000.0,29782.0,19965,1,swarm,sn,1,exp13,3,0,1,0,8,512,30,4.038,14.968,1.177,992.63
7.61,1000.0,29932.0,20000,1,swarm,sn,1,exp13,4,0,1,0,8,512,30,4.292,21.216,1.2,997.41
7.7,1000.0,29785.0,19967,1,swarm,sn,1,exp13,5,0,1,0,8,512,30,4.404,19.264,1.214,992.04
6.73,1000.0,29657.0,19934,0,swarm,hr,1,exp12,5,0,1,1,8,512,30,2.027,11.352,1.413,988.17
7.05,1000.0,29793.0,19969,0,swarm,hr,1,exp12,4,0,1,1,8,512,30,2.087,10.712,1.479,992.82
6.71,1000.0,29931.0,20000,0,swarm,hr,1,exp12,3,0,1,1,8,512,30,2.073,15.096,1.407,997.46
6.53,1000.0,29563.0,19965,0,swarm,hr,1,exp12,2,0,1,1,8,512,30,2.043,13.288,1.349,984.46
6.25,1000.0,29787.0,19966,0,swarm,sn,1,exp12,2,0,1,1,8,512,30,3.52,10.688,1.178,992.69
5.84,1000.0,29793.0,19967,0,swarm,sn,1,exp12,1,0,1,1,8,512,30,2.823,9.504,1.455,992.69
7.08,1000.0,29782.0,19964,0,swarm,sn,1,exp12,3,0,1,1,8,512,30,3.9,11.872,1.21,992.47
5750.0,1000.0,29083.0,19885,1,swarm,hr,1,exp14,4,0,0,1,8,512,30,810.7,11182.08,1346.875,969.25
21580.0,1000.0,10235.0,6980,1,swarm,mm,1,exp15,4,1,1,1,8,512,30,12808.956,24870.912,4188.933,341.02
21590.0,1000.0,10240.0,6987,1,swarm,mm,1,exp15,3,1,1,1,8,512,30,12851.147,24657.92,4147.654,340.62
21590.0,1000.0,10264.0,7030,1,swarm,mm,1,exp15,2,1,1,1,8,512,30,12841.805,23904.256,4140.225,341.97
21230.0,1000.0,10883.0,7569,1,swarm,mm,1,exp15,5,1,1,1,8,512,30,12599.171,23543.808,4040.977,362.25
6.33,1000.0,29790.0,19964,1,swarm,sn,1,exp14,1,0,0,1,8,512,30,1.984,8.2,1.308,992.4
229.12,1000.0,29916.0,20001,1,swarm,sn,1,exp14,2,0,0,1,8,512,30,17.954,629.248,47.918,996.82
6710.0,1000.0,28907.0,19921,1,swarm,hr,1,exp14,1,0,0,1,8,512,30,990.037,14139.392,1545.583,963.35
21770.0,1000.0,10319.0,7038,1,swarm,mm,1,exp15,1,1,1,1,8,512,30,12928.616,25182.208,4110.168,343.21
24170.0,1500.0,10182.0,6981,0,swarm,mm,1,exp12,5,0,1,1,8,512,30,15324.474,25788.416,4555.369,339.37
24170.0,1500.0,10226.0,7066,0,swarm,mm,1,exp12,4,0,1,1,8,512,30,15345.339,26345.472,4566.507,340.45
24100.0,1500.0,10225.0,7002,0,swarm,mm,1,exp12,3,0,1,1,8,512,30,15118.036,26836.992,4557.578,340.32
24040.0,1500.0,10235.0,7027,0,swarm,mm,1,exp12,2,0,1,1,8,512,30,15171.549,27574.272,4570.565,340.51
2.69,1500.0,44442.0,29651,1,swarm,mm,1,exp14,1,0,0,1,8,512,30,1.396,4.476,0.33,1480.95
23840.0,1500.0,10506.0,7207,1,swarm,mm,1,exp15,2,1,1,1,8,512,30,14946.723,26181.632,4547.939,349.46
2.88,1500.0,44620.0,29664,1,swarm,mm,1,exp14,5,0,0,1,8,512,30,1.46,11.32,0.399,1486.84
2.77,1500.0,44067.0,29649,1,swarm,mm,1,exp14,4,0,0,1,8,512,30,1.445,5.932,0.351,1468.52
2.79,1500.0,44622.0,29665,1,swarm,mm,1,exp14,3,0,0,1,8,512,30,1.458,7.64,0.375,1485.7
2.79,1500.0,44441.0,29653,1,swarm,mm,1,exp14,2,0,0,1,8,512,30,1.451,8.028,0.349,1481.25
23970.0,1500.0,10246.0,7040,0,swarm,mm,1,exp12,1,0,1,1,8,512,30,15032.085,26984.448,4569.602,340.86
24040.0,1500.0,10443.0,7176,1,swarm,mm,1,exp15,3,1,1,1,8,512,30,15186.862,26230.784,4556.049,347.99
6.09,1500.0,44442.0,29655,1,swarm,hr,1,exp13,1,0,1,0,8,512,30,1.914,10.064,1.265,1480.59
24220.0,1500.0,10354.0,7141,1,swarm,mm,1,exp15,4,1,1,1,8,512,30,15123.739,26214.4,4593.169,344.4
23920.0,1500.0,10818.0,7538,1,swarm,mm,1,exp15,5,1,1,1,8,512,30,15130.232,26132.48,4500.912,360.24
21630.0,1500.0,21901.0,14407,1,swarm,sn,1,exp15,5,1,1,1,8,512,30,8385.248,24870.912,5608.72,728.42
6.3,1500.0,44617.0,29670,1,swarm,hr,1,exp13,2,0,1,0,8,512,30,1.939,13.456,1.298,1486.12
6.24,1500.0,44626.0,29664,1,swarm,hr,1,exp13,3,0,1,0,8,512,30,1.935,12.504,1.302,1487.33
4.93,1500.0,44445.0,29656,1,swarm,hr,1,exp13,4,0,1,0,8,512,30,1.791,18.256,1.031,1481.39
5.15,1500.0,44627.0,29664,1,swarm,hr,1,exp13,5,0,1,0,8,512,30,1.889,8.044,1.072,1487.27
24050.0,1500.0,10484.0,7158,1,swarm,mm,1,exp15,1,1,1,1,8,512,30,15140.582,26230.784,4547.183,349.09
21150.0,1500.0,23762.0,15264,1,swarm,sn,1,exp15,4,1,1,1,8,512,30,7337.018,24952.832,6333.413,790.61
8.74,1500.0,44441.0,29652,1,swarm,sn,1,exp15,3,1,1,1,8,512,30,3.893,45.792,2.078,1481.19
6.24,1500.0,44440.0,29654,1,swarm,sn,1,exp15,2,1,1,1,8,512,30,3.359,11.536,1.151,1480.65
5.81,1500.0,44441.0,29651,1,swarm,sn,1,exp15,1,1,1,1,8,512,30,2.683,10.104,1.402,1481.0
25210.0,2000.0,10440.0,7161,1,swarm,mm,1,exp15,5,1,1,1,8,512,30,16350.506,27181.056,4791.569,347.26
25360.0,2000.0,10473.0,7226,1,swarm,mm,1,exp15,4,1,1,1,8,512,30,16372.189,27164.672,4801.134,348.35
25210.0,2000.0,10475.0,7269,1,swarm,mm,1,exp15,3,1,1,1,8,512,30,16290.298,26591.232,4806.367,348.42
8.69,2000.0,59460.0,39814,1,swarm,sn,1,exp13,4,0,1,0,8,512,30,4.516,21.712,1.409,1981.31
25030.0,2000.0,10815.0,7532,1,swarm,mm,1,exp15,2,1,1,1,8,512,30,16145.326,27000.832,4746.406,360.37
8.15,2000.0,59694.0,39855,1,swarm,sn,1,exp13,3,0,1,0,8,512,30,4.216,15.848,1.36,1988.94
25380.0,2000.0,10521.0,7241,1,swarm,mm,1,exp15,1,1,1,1,8,512,30,16489.718,27033.6,4785.735,349.92
8.76,2000.0,59704.0,39853,1,swarm,sn,1,exp13,5,0,1,0,8,512,30,4.611,21.664,1.391,1989.74
17450.0,2000.0,28782.0,18839,1,swarm,mm,1,exp14,5,0,0,1,8,512,30,9996.759,20578.304,3401.88,959.29
21350.0,2000.0,19440.0,13051,1,swarm,mm,1,exp13,1,0,1,0,8,512,30,13311.882,23674.88,4039.675,646.95
22100.0,2000.0,22975.0,15052,0,swarm,sn,1,exp12,5,0,1,1,8,512,30,9763.349,23937.024,4666.777,764.15
6.45,2000.0,59457.0,39815,1,swarm,sn,1,exp14,1,0,0,1,8,512,30,2.256,20.256,1.565,1981.7
201.85,2000.0,59450.0,39824,1,swarm,sn,1,exp14,2,0,0,1,8,512,30,11.549,600.576,39.213,1980.7
1060.0,2000.0,59378.0,39813,1,swarm,sn,1,exp14,3,0,0,1,8,512,30,51.431,2719.744,198.845,1978.71
1060.0,2000.0,59373.0,39816,1,swarm,sn,1,exp14,4,0,0,1,8,512,30,47.763,3022.848,198.894,1978.59
10400.0,2000.0,45670.0,27357,1,swarm,sn,1,exp14,5,0,0,1,8,512,30,3495.316,14860.288,2575.346,1521.58
17920.0,2000.0,28235.0,18792,1,swarm,mm,1,exp14,2,0,0,1,8,512,30,10377.456,21544.96,3483.282,939.1
21560.0,2000.0,19320.0,13077,1,swarm,mm,1,exp13,5,0,1,0,8,512,30,13384.967,23789.568,4096.995,644.03
21430.0,2000.0,19384.0,13115,1,swarm,mm,1,exp13,4,0,1,0,8,512,30,13293.173,24444.928,4074.348,644.88
17550.0,2000.0,28654.0,18899,1,swarm,mm,1,exp14,3,0,0,1,8,512,30,10043.701,20365.312,3459.466,953.0
266.75,2000.0,58246.0,38603,0,swarm,sn,1,exp12,1,0,1,1,8,512,30,14.755,1739.776,79.064,1941.27
17740.0,2000.0,38484.0,24667,0,swarm,sn,1,exp12,2,0,1,1,8,512,30,5238.326,22675.456,4246.702,1279.93
21230.0,2000.0,30093.0,19625,0,swarm,sn,1,exp12,3,0,1,1,8,512,30,7433.195,26296.32,5107.576,1000.88
22820.0,2000.0,26254.0,17280,0,swarm,sn,1,exp12,4,0,1,1,8,512,30,9253.957,26296.32,4591.891,873.17
21150.0,2000.0,19482.0,13031,1,swarm,mm,1,exp13,3,0,1,0,8,512,30,12923.059,23887.872,4062.887,649.42
21430.0,2000.0,19423.0,13031,1,swarm,mm,1,exp13,2,0,1,0,8,512,30,13238.766,23937.024,4067.256,647.14
17840.0,2000.0,28565.0,18788,1,swarm,mm,1,exp14,4,0,0,1,8,512,30,10062.004,20627.456,3522.047,952.23
17500.0,2000.0,28472.0,18774,1,swarm,mm,1,exp14,1,0,0,1,8,512,30,10116.699,21168.128,3427.137,947.78
25380.0,2000.0,10268.0,7122,0,swarm,mm,1,exp12,5,0,1,1,8,512,30,16373.181,27705.344,4832.859,341.52
6.16,2000.0,59462.0,39813,1,swarm,sn,1,exp13,1,0,1,0,8,512,30,2.872,14.728,1.426,1981.59
6.23,2000.0,59458.0,39815,1,swarm,hr,1,exp13,3,0,1,0,8,512,30,1.92,12.264,1.279,1981.66
5.01,2000.0,59707.0,39849,1,swarm,hr,1,exp13,4,0,1,0,8,512,30,1.792,18.368,1.046,1990.2
5.23,2000.0,59226.0,39797,1,swarm,hr,1,exp13,5,0,1,0,8,512,30,1.903,8.304,1.092,1973.7
3080.0,2000.0,58773.0,39855,1,swarm,hr,1,exp14,2,0,0,1,8,512,30,474.781,7323.648,726.254,1958.8
8720.0,2000.0,46560.0,27532,1,swarm,hr,1,exp15,5,1,1,1,8,512,30,3282.96,11673.6,2147.037,1549.78
8000.0,2000.0,47944.0,29601,1,swarm,hr,1,exp15,4,1,1,1,8,512,30,2963.096,11264.0,1929.108,1594.58
7450.0,2000.0,49462.0,30709,1,swarm,hr,1,exp15,3,1,1,1,8,512,30,2788.64,10608.64,1784.483,1645.22
8680.0,2000.0,47780.0,29909,1,swarm,hr,1,exp15,2,1,1,1,8,512,30,3353.949,11141.12,2029.375,1589.13
5.01,2000.0,59223.0,39800,1,swarm,hr,1,exp15,1,1,1,1,8,512,30,1.779,8.424,1.018,1973.69
25430.0,2000.0,20716.0,13576,1,swarm,sn,1,exp15,5,1,1,1,8,512,30,10865.441,27967.488,6206.425,689.02
24560.0,2000.0,22579.0,14711,1,swarm,sn,1,exp15,4,1,1,1,8,512,30,9196.19,26542.08,6027.051,751.55
22350.0,2000.0,26708.0,17304,1,swarm,sn,1,exp15,3,1,1,1,8,512,30,8384.377,24739.84,6299.397,889.9
2950.0,2000.0,58529.0,39810,1,swarm,hr,1,exp14,5,0,0,1,8,512,30,467.642,5861.376,694.663,1950.39
3710.0,2000.0,58736.0,39853,1,swarm,hr,1,exp14,4,0,0,1,8,512,30,490.207,7917.568,810.862,1957.42
15740.0,2000.0,36075.0,22356,1,swarm,sn,1,exp15,2,1,1,1,8,512,30,5157.65,21282.816,4358.731,1201.48
6.27,2000.0,59452.0,39812,1,swarm,sn,1,exp15,1,1,1,1,8,512,30,2.968,14.608,1.399,1981.31
3530.0,2000.0,58736.0,39851,1,swarm,hr,1,exp14,1,0,0,1,8,512,30,488.979,6651.904,782.264,1957.68
6.28,2000.0,59458.0,39814,1,swarm,hr,1,exp13,2,0,1,0,8,512,30,1.927,14.728,1.298,1981.48
6.3,2000.0,59469.0,39813,1,swarm,hr,1,exp13,1,0,1,0,8,512,30,1.911,27.888,1.355,1981.79
3590.0,2000.0,58699.0,39860,1,swarm,hr,1,exp14,3,0,0,1,8,512,30,513.778,6348.8,808.415,1956.5
25310.0,2000.0,10338.0,7112,0,swarm,mm,1,exp12,4,0,1,1,8,512,30,16176.38,27475.968,4826.19,344.25
6.32,2000.0,59466.0,39814,0,swarm,hr,1,exp12,1,0,1,1,8,512,30,1.952,10.112,1.305,1981.68
10810.0,2000.0,44404.0,28374,0,swarm,hr,1,exp12,2,0,1,1,8,512,30,4397.568,14671.872,2428.333,1479.24
9930.0,2000.0,46611.0,30622,0,swarm,hr,1,exp12,3,0,1,1,8,512,30,4128.801,12263.424,2293.529,1553.79
755.2,2000.0,58559.0,38914,0,swarm,hr,1,exp12,5,0,1,1,8,512,30,57.795,2101.248,155.691,1951.67
7.16,2000.0,59465.0,39817,1,swarm,sn,1,exp13,2,0,1,0,8,512,30,3.618,15.648,1.341,1981.73
25130.0,2000.0,10369.0,7105,0,swarm,mm,1,exp12,1,0,1,1,8,512,30,16305.998,27607.04,4815.928,344.87
25440.0,2000.0,10305.0,7121,0,swarm,mm,1,exp12,2,0,1,1,8,512,30,16437.937,27082.752,4816.459,342.78
25380.0,2000.0,10279.0,7120,0,swarm,mm,1,exp12,3,0,1,1,8,512,30,16481.866,27426.816,4785.885,342.33
6800.0,2000.0,51814.0,33921,0,swarm,hr,1,exp12,4,0,1,1,8,512,30,2204.824,9158.656,1579.49,1724.83
5.24,2500.0,74584.0,49974,1,swarm,hr,1,exp13,5,0,1,0,8,512,30,1.912,20.848,1.097,2485.64
5.15,2500.0,74910.0,50013,1,swarm,hr,1,exp13,4,0,1,0,8,512,30,1.821,9.456,1.072,2496.74
6.45,2500.0,74912.0,50012,1,swarm,hr,1,exp13,2,0,1,0,8,512,30,1.973,12.384,1.326,2496.22
6.72,2500.0,74309.0,49979,1,swarm,hr,1,exp13,1,0,1,0,8,512,30,2.002,38.496,1.686,2476.54
6.29,2500.0,74569.0,49978,1,swarm,hr,1,exp13,3,0,1,0,8,512,30,1.942,23.728,1.303,2485.45
22170.0,3000.0,37973.0,24928,1,swarm,sn,1,exp13,4,0,1,0,8,512,30,9606.071,25165.824,5511.877,1264.61
23170.0,3000.0,40033.0,25913,1,swarm,sn,1,exp15,1,1,1,1,8,512,30,8924.042,28147.712,5831.335,1331.74
26610.0,3000.0,10412.0,7303,0,swarm,mm,1,exp12,4,0,1,1,8,512,30,17540.637,28196.864,5081.334,346.82
24900.0,3000.0,25692.0,16816,1,swarm,sn,1,exp15,3,1,1,1,8,512,30,10584.252,25722.88,6479.7,854.55
25530.0,3000.0,21898.0,14510,1,swarm,sn,1,exp15,4,1,1,1,8,512,30,12959.956,26984.448,5913.437,728.28
24490.0,3000.0,41108.0,26926,1,swarm,sn,1,exp13,3,0,1,0,8,512,30,8491.09,27721.728,6065.815,1367.35
26330.0,3000.0,20925.0,14259,1,swarm,sn,1,exp15,5,1,1,1,8,512,30,12318.859,27852.8,5492.06,695.97
5.44,3000.0,89924.0,59862,1,swarm,hr,1,exp13,5,0,1,0,8,512,30,1.96,9.376,1.125,2996.78
5.25,3000.0,89540.0,59892,1,swarm,hr,1,exp13,4,0,1,0,8,512,30,1.854,18.128,1.097,2984.17
8.91,3000.0,89924.0,59863,1,swarm,sn,1,exp13,2,0,1,0,8,512,30,4.044,24.752,1.669,2997.08
7.48,3000.0,89920.0,59864,1,swarm,sn,1,exp13,1,0,1,0,8,512,30,3.279,17.952,1.607,2996.97
